task_id,failure_within_30d_target,maintenance_duration_hours_target,priority_score_target,priority_class_target,block_required_target
EVT-0008514,False,5.88,49,MEDIUM,False
EVT-0008515,True,5.15,56,HIGH,False
EVT-0008516,False,5.11,27,LOW,False
EVT-0008517,True,5.09,37,MEDIUM,False
EVT-0008518,False,4.11,36,MEDIUM,False
EVT-0008519,False,4.05,50,HIGH,False
EVT-0008520,True,4.74,35,MEDIUM,False
EVT-0008521,True,8.04,56,HIGH,True
EVT-0008522,False,9.58,65,HIGH,True
EVT-0008523,True,3.36,57,HIGH,True
EVT-0008524,False,4.47,53,HIGH,False
EVT-0008525,False,7.97,49,MEDIUM,True
EVT-0008526,False,2.52,46,MEDIUM,False
EVT-0008527,True,7.7,80,CRITICAL,True
EVT-0008528,False,4.79,34,MEDIUM,False
EVT-0008529,False,2.83,22,LOW,False
EVT-0008530,False,2.74,52,HIGH,False
EVT-0008531,False,5.47,49,MEDIUM,False
EVT-0008532,False,4.13,48,MEDIUM,True
EVT-0008533,True,6.94,52,HIGH,True
EVT-0008534,False,8.49,62,HIGH,True
EVT-0008535,False,4.39,26,LOW,False
EVT-0008536,True,6.47,58,HIGH,False
EVT-0008537,True,3.22,41,MEDIUM,False
EVT-0008538,False,3.77,24,LOW,False
EVT-0008539,False,5.98,39,MEDIUM,False
EVT-0008540,False,3.66,48,MEDIUM,False
EVT-0008541,True,5.78,61,HIGH,True
EVT-0008542,False,5.39,37,MEDIUM,False
EVT-0008543,False,3.84,29,LOW,False
EVT-0008544,False,3.8,34,MEDIUM,False
EVT-0008545,False,5.53,33,MEDIUM,False
EVT-0008546,False,4.34,41,MEDIUM,True
EVT-0008547,False,4.21,45,MEDIUM,False
EVT-0008548,True,5.85,49,MEDIUM,True
EVT-0008549,False,3.91,45,MEDIUM,False
EVT-0008550,False,4.0,35,MEDIUM,False
EVT-0008551,False,5.34,54,HIGH,True
EVT-0008552,False,2.14,72,CRITICAL,True
EVT-0008553,True,9.22,60,HIGH,True
EVT-0008554,False,4.04,32,MEDIUM,False
EVT-0008555,False,4.92,38,MEDIUM,False
EVT-0008556,False,5.12,38,MEDIUM,False
EVT-0008557,False,6.5,43,MEDIUM,False
EVT-0008558,False,4.49,24,LOW,False
EVT-0008559,True,7.06,51,HIGH,True
EVT-0008560,False,5.05,54,HIGH,True
EVT-0008561,True,4.57,56,HIGH,True
EVT-0008562,False,4.31,42,MEDIUM,False
EVT-0008563,True,2.6,36,MEDIUM,False
EVT-0008564,True,4.82,60,HIGH,True
EVT-0008565,False,8.17,45,MEDIUM,False
EVT-0008566,False,8.16,53,HIGH,True
EVT-0008567,True,5.9,53,HIGH,True
EVT-0008568,True,7.48,83,CRITICAL,True
EVT-0008569,False,5.81,52,HIGH,True
EVT-0008570,False,4.56,29,LOW,False
EVT-0008571,False,2.84,25,LOW,False
EVT-0008572,True,6.69,42,MEDIUM,False
EVT-0008573,False,4.89,18,LOW,False
EVT-0008574,True,5.09,45,MEDIUM,False
EVT-0008575,True,4.03,39,MEDIUM,False
EVT-0008576,True,6.58,42,MEDIUM,True
EVT-0008577,False,8.75,48,MEDIUM,False
EVT-0008578,False,4.77,35,MEDIUM,False
EVT-0008579,False,2.22,54,HIGH,False
EVT-0008580,True,6.14,57,HIGH,False
EVT-0008581,True,5.26,44,MEDIUM,True
EVT-0008582,False,4.29,34,MEDIUM,False
EVT-0008583,False,5.24,59,HIGH,True
EVT-0008584,True,2.81,46,MEDIUM,False
EVT-0008585,False,4.51,21,LOW,False
EVT-0008586,False,5.88,59,HIGH,False
EVT-0008587,False,4.45,37,MEDIUM,False
EVT-0008588,False,3.82,30,MEDIUM,False
EVT-0008589,True,4.38,58,HIGH,False
EVT-0008590,True,7.08,53,HIGH,True
EVT-0008591,False,5.09,45,MEDIUM,False
EVT-0008592,False,0.98,45,MEDIUM,False
EVT-0008593,False,3.58,25,LOW,False
EVT-0008594,False,2.29,41,MEDIUM,False
EVT-0008595,False,4.41,31,MEDIUM,False
EVT-0008596,False,5.71,50,HIGH,False
EVT-0008597,False,3.29,30,MEDIUM,False
EVT-0008598,False,2.08,38,MEDIUM,False
EVT-0008599,False,5.41,45,MEDIUM,False
EVT-0008600,False,7.55,48,MEDIUM,False
EVT-0008601,False,5.39,50,HIGH,True
EVT-0008602,False,3.83,52,HIGH,False
EVT-0008603,True,9.98,76,CRITICAL,True
EVT-0008604,True,4.76,44,MEDIUM,True
EVT-0008605,True,5.13,46,MEDIUM,False
EVT-0008606,False,6.39,49,MEDIUM,False
EVT-0008607,False,4.0,42,MEDIUM,False
EVT-0008608,True,5.81,31,MEDIUM,False
EVT-0008609,False,5.34,45,MEDIUM,False
EVT-0008610,False,5.54,55,HIGH,True
EVT-0008611,True,7.66,51,HIGH,True
EVT-0008612,True,4.77,57,HIGH,False
EVT-0008613,True,4.82,68,HIGH,True
EVT-0008614,False,3.11,48,MEDIUM,False
EVT-0008615,False,5.38,26,LOW,False
EVT-0008616,False,5.82,28,LOW,False
EVT-0008617,False,2.58,36,MEDIUM,False
EVT-0008618,False,4.88,39,MEDIUM,False
EVT-0008619,False,4.21,52,HIGH,False
EVT-0008620,False,6.65,51,HIGH,True
EVT-0008621,False,3.33,31,MEDIUM,False
EVT-0008622,True,3.55,26,LOW,False
EVT-0008623,False,4.59,42,MEDIUM,False
EVT-0008624,False,3.45,33,MEDIUM,True
EVT-0008625,False,6.22,31,MEDIUM,False
EVT-0008626,True,4.84,72,CRITICAL,True
EVT-0008627,True,5.14,59,HIGH,True
EVT-0008628,True,2.69,39,MEDIUM,False
EVT-0008629,True,4.41,68,HIGH,True
EVT-0008630,True,4.7,61,HIGH,True
EVT-0008631,False,8.11,64,HIGH,True
EVT-0008632,False,4.0,23,LOW,False
EVT-0008633,False,2.78,13,LOW,False
EVT-0008634,True,6.1,52,HIGH,False
EVT-0008635,False,5.62,45,MEDIUM,False
EVT-0008636,False,8.36,51,HIGH,True
EVT-0008637,True,6.5,34,MEDIUM,False
EVT-0008638,False,6.75,72,CRITICAL,True
EVT-0008639,True,3.36,40,MEDIUM,False
EVT-0008640,False,4.53,8,LOW,False
EVT-0008641,False,4.8,47,MEDIUM,True
EVT-0008642,False,3.7,21,LOW,False
EVT-0008643,False,5.56,43,MEDIUM,False
EVT-0008644,False,3.45,28,LOW,False
EVT-0008645,False,5.97,51,HIGH,False
EVT-0008646,False,4.54,24,LOW,False
EVT-0008647,False,6.64,29,LOW,False
EVT-0008648,False,1.82,22,LOW,False
EVT-0008649,True,6.91,34,MEDIUM,False
EVT-0008650,True,8.99,70,HIGH,True
EVT-0008651,False,5.0,21,LOW,False
EVT-0008652,False,4.06,33,MEDIUM,False
EVT-0008653,True,5.77,58,HIGH,False
EVT-0008654,True,4.82,56,HIGH,True
EVT-0008655,False,4.71,37,MEDIUM,False
EVT-0008656,False,5.92,46,MEDIUM,False
EVT-0008657,False,5.9,45,MEDIUM,False
EVT-0008658,False,6.65,28,LOW,False
EVT-0008659,False,7.8,24,LOW,False
EVT-0008660,False,5.56,58,HIGH,True
EVT-0008661,False,6.34,53,HIGH,False
EVT-0008662,False,3.96,39,MEDIUM,False
EVT-0008663,True,5.93,39,MEDIUM,False
EVT-0008664,False,3.87,23,LOW,False
EVT-0008665,True,4.36,65,HIGH,True
EVT-0008666,False,7.41,61,HIGH,True
EVT-0008667,False,9.19,54,HIGH,True
EVT-0008668,False,5.35,28,LOW,False
EVT-0008669,False,3.23,36,MEDIUM,False
EVT-0008670,False,4.77,26,LOW,False
EVT-0008671,True,3.92,26,LOW,False
EVT-0008672,False,5.37,47,MEDIUM,False
EVT-0008673,True,7.09,39,MEDIUM,False
EVT-0008674,False,4.92,22,LOW,False
EVT-0008675,True,7.43,40,MEDIUM,False
EVT-0008676,False,2.66,26,LOW,False
EVT-0008677,False,5.92,56,HIGH,False
EVT-0008678,True,2.9,80,CRITICAL,True
EVT-0008679,False,5.29,29,LOW,False
EVT-0008680,False,8.14,48,MEDIUM,False
EVT-0008681,False,8.55,43,MEDIUM,False
EVT-0008682,False,6.51,54,HIGH,True
EVT-0008683,True,5.52,68,HIGH,True
EVT-0008684,True,9.37,69,HIGH,True
EVT-0008685,False,7.21,30,MEDIUM,False
EVT-0008686,False,2.88,43,MEDIUM,False
EVT-0008687,False,2.84,42,MEDIUM,False
EVT-0008688,False,3.81,25,LOW,False
EVT-0008689,False,7.5,49,MEDIUM,False
EVT-0008690,False,5.34,19,LOW,False
EVT-0008691,True,3.59,58,HIGH,False
EVT-0008692,False,7.28,40,MEDIUM,False
EVT-0008693,False,3.38,29,LOW,False
EVT-0008694,True,8.94,53,HIGH,True
EVT-0008695,False,4.74,45,MEDIUM,True
EVT-0008696,False,4.84,44,MEDIUM,False
EVT-0008697,False,1.45,48,MEDIUM,False
EVT-0008698,True,7.92,67,HIGH,True
EVT-0008699,False,3.82,29,LOW,False
EVT-0008700,False,5.14,42,MEDIUM,False
EVT-0008701,False,2.64,31,MEDIUM,False
EVT-0008702,False,4.7,36,MEDIUM,False
EVT-0008703,False,5.22,37,MEDIUM,False
EVT-0008704,False,2.59,34,MEDIUM,False
EVT-0008705,True,3.32,32,MEDIUM,False
EVT-0008706,False,6.81,54,HIGH,True
EVT-0008707,False,4.57,28,LOW,False
EVT-0008708,False,5.81,38,MEDIUM,True
EVT-0008709,False,4.17,36,MEDIUM,True
EVT-0008710,False,3.7,40,MEDIUM,False
EVT-0008711,False,6.06,36,MEDIUM,False
EVT-0008712,False,5.8,40,MEDIUM,False
EVT-0008713,False,4.75,32,MEDIUM,False
EVT-0008714,False,1.95,31,MEDIUM,False
EVT-0008715,False,1.97,44,MEDIUM,False
EVT-0008716,True,6.34,71,HIGH,True
EVT-0008717,False,1.4,26,LOW,False
EVT-0008718,False,1.46,31,MEDIUM,False
EVT-0008719,False,5.75,48,MEDIUM,False
EVT-0008720,True,3.45,39,MEDIUM,False
EVT-0008721,True,5.45,54,HIGH,False
EVT-0008722,False,6.03,46,MEDIUM,True
EVT-0008723,False,5.37,59,HIGH,True
EVT-0008724,True,4.45,48,MEDIUM,False
EVT-0008725,False,6.38,46,MEDIUM,True
EVT-0008726,False,5.34,40,MEDIUM,True
EVT-0008727,False,5.57,50,HIGH,False
EVT-0008728,False,5.97,29,LOW,False
EVT-0008729,False,4.72,36,MEDIUM,False
EVT-0008730,True,2.41,35,MEDIUM,False
EVT-0008731,False,2.41,38,MEDIUM,False
EVT-0008732,False,5.49,45,MEDIUM,False
EVT-0008733,True,8.97,73,CRITICAL,True
EVT-0008734,False,4.11,33,MEDIUM,False
EVT-0008735,False,3.78,42,MEDIUM,False
EVT-0008736,False,6.32,42,MEDIUM,False
EVT-0008737,False,3.73,24,LOW,False
EVT-0008738,False,4.03,41,MEDIUM,True
EVT-0008739,False,5.08,44,MEDIUM,False
EVT-0008740,False,3.21,27,LOW,False
EVT-0008741,False,8.46,55,HIGH,True
EVT-0008742,True,5.22,55,HIGH,False
EVT-0008743,False,6.25,69,HIGH,True
EVT-0008744,True,5.15,73,CRITICAL,True
EVT-0008745,False,6.76,59,HIGH,True
EVT-0008746,False,5.7,62,HIGH,True
EVT-0008747,False,5.08,8,LOW,False
EVT-0008748,False,7.19,39,MEDIUM,False
EVT-0008749,True,5.29,32,MEDIUM,False
EVT-0008750,False,4.98,21,LOW,False
EVT-0008751,True,3.93,27,LOW,False
EVT-0008752,False,3.94,49,MEDIUM,True
EVT-0008753,False,6.01,33,MEDIUM,False
EVT-0008754,False,6.71,33,MEDIUM,False
EVT-0008755,True,7.46,63,HIGH,False
EVT-0008756,True,6.1,67,HIGH,True
EVT-0008757,False,4.04,37,MEDIUM,False
EVT-0008758,False,4.47,42,MEDIUM,True
EVT-0008759,False,5.7,37,MEDIUM,False
EVT-0008760,True,6.17,45,MEDIUM,False
EVT-0008761,True,2.93,48,MEDIUM,False
EVT-0008762,True,6.69,83,CRITICAL,True
EVT-0008763,False,6.65,17,LOW,False
EVT-0008764,False,5.06,50,HIGH,True
EVT-0008765,False,4.08,32,MEDIUM,False
EVT-0008766,False,7.36,57,HIGH,False
EVT-0008767,False,5.4,26,LOW,False
EVT-0008768,True,5.9,47,MEDIUM,False
EVT-0008769,False,4.16,25,LOW,False
EVT-0008770,False,4.19,42,MEDIUM,False
EVT-0008771,False,5.63,46,MEDIUM,False
EVT-0008772,True,4.1,52,HIGH,True
EVT-0008773,False,3.05,15,LOW,False
EVT-0008774,True,5.57,52,HIGH,False
EVT-0008775,True,4.58,66,HIGH,True
EVT-0008776,True,7.73,62,HIGH,True
EVT-0008777,False,5.73,48,MEDIUM,False
EVT-0008778,False,6.24,40,MEDIUM,False
EVT-0008779,False,2.78,35,MEDIUM,False
EVT-0008780,False,3.94,33,MEDIUM,False
EVT-0008781,False,4.48,46,MEDIUM,False
EVT-0008782,False,4.4,36,MEDIUM,False
EVT-0008783,False,6.88,50,HIGH,True
EVT-0008784,False,5.01,37,MEDIUM,False
EVT-0008785,False,2.51,36,MEDIUM,False
EVT-0008786,False,6.44,42,MEDIUM,False
EVT-0008787,False,6.13,23,LOW,False
EVT-0008788,True,3.55,58,HIGH,True
EVT-0008789,True,4.93,66,HIGH,True
EVT-0008790,False,4.86,24,LOW,False
EVT-0008791,False,2.56,20,LOW,False
EVT-0008792,False,5.16,32,MEDIUM,False
EVT-0008793,False,3.76,54,HIGH,False
EVT-0008794,False,3.68,44,MEDIUM,False
EVT-0008795,False,3.86,23,LOW,False
EVT-0008796,False,5.88,34,MEDIUM,False
EVT-0008797,True,7.81,47,MEDIUM,True
EVT-0008798,False,8.33,54,HIGH,False
EVT-0008799,True,4.0,35,MEDIUM,False
EVT-0008800,False,2.39,36,MEDIUM,False
EVT-0008801,False,4.73,43,MEDIUM,False
EVT-0008802,False,5.6,34,MEDIUM,False
EVT-0008803,True,4.85,48,MEDIUM,True
EVT-0008804,True,4.1,44,MEDIUM,False
EVT-0008805,False,6.8,32,MEDIUM,False
EVT-0008806,False,4.24,40,MEDIUM,False
EVT-0008807,False,3.75,38,MEDIUM,False
EVT-0008808,False,5.56,53,HIGH,False
EVT-0008809,True,5.68,50,HIGH,True
EVT-0008810,False,3.86,38,MEDIUM,False
EVT-0008811,True,5.35,62,HIGH,True
EVT-0008812,False,3.15,16,LOW,False
EVT-0008813,True,3.93,44,MEDIUM,False
EVT-0008814,True,2.8,56,HIGH,True
EVT-0008815,True,8.52,41,MEDIUM,True
EVT-0008816,False,5.01,51,HIGH,True
EVT-0008817,False,5.56,55,HIGH,True
EVT-0008818,False,1.41,52,HIGH,False
EVT-0008819,False,4.95,31,MEDIUM,False
EVT-0008820,False,6.5,44,MEDIUM,False
EVT-0008821,False,6.73,37,MEDIUM,False
EVT-0008822,True,5.24,32,MEDIUM,False
EVT-0008823,False,4.21,42,MEDIUM,False
EVT-0008824,False,2.58,37,MEDIUM,False
EVT-0008825,False,6.65,58,HIGH,True
EVT-0008826,False,1.87,47,MEDIUM,False
EVT-0008827,False,5.96,52,HIGH,True
EVT-0008828,False,6.64,56,HIGH,True
EVT-0008829,False,4.31,22,LOW,False
EVT-0008830,False,6.24,43,MEDIUM,True
EVT-0008831,True,7.14,37,MEDIUM,False
EVT-0008832,False,3.46,33,MEDIUM,False
EVT-0008833,False,3.44,25,LOW,False
EVT-0008834,True,7.37,56,HIGH,True
EVT-0008835,False,5.63,44,MEDIUM,True
EVT-0008836,True,3.53,48,MEDIUM,False
EVT-0008837,False,3.26,46,MEDIUM,False
EVT-0008838,True,3.77,52,HIGH,True
EVT-0008839,False,6.19,66,HIGH,True
EVT-0008840,True,7.68,86,CRITICAL,True
EVT-0008841,False,5.35,47,MEDIUM,False
EVT-0008842,True,9.83,68,HIGH,True
EVT-0008843,True,6.09,50,HIGH,False
EVT-0008844,False,5.68,38,MEDIUM,False
EVT-0008845,True,5.81,36,MEDIUM,False
EVT-0008846,False,7.06,33,MEDIUM,False
EVT-0008847,False,2.44,37,MEDIUM,False
EVT-0008848,False,3.57,38,MEDIUM,False
EVT-0008849,False,3.22,18,LOW,False
EVT-0008850,True,8.47,79,CRITICAL,True
EVT-0008851,True,7.39,31,MEDIUM,False
EVT-0008852,False,6.19,29,LOW,False
EVT-0008853,True,5.63,67,HIGH,True
EVT-0008854,False,5.03,58,HIGH,True
EVT-0008855,False,4.43,24,LOW,False
EVT-0008856,True,7.97,74,CRITICAL,True
EVT-0008857,False,9.09,58,HIGH,False
EVT-0008858,True,3.47,43,MEDIUM,False
EVT-0008859,False,5.2,58,HIGH,True
EVT-0008860,False,4.46,45,MEDIUM,False
EVT-0008861,True,4.85,53,HIGH,True
EVT-0008862,False,2.95,40,MEDIUM,False
EVT-0008863,False,5.24,47,MEDIUM,False
EVT-0008864,False,2.52,37,MEDIUM,False
EVT-0008865,True,3.94,40,MEDIUM,False
EVT-0008866,False,2.34,52,HIGH,False
EVT-0008867,False,4.56,32,MEDIUM,False
EVT-0008868,False,3.89,36,MEDIUM,False
EVT-0008869,True,7.65,57,HIGH,False
EVT-0008870,True,6.31,37,MEDIUM,False
EVT-0008871,False,4.92,19,LOW,False
EVT-0008872,False,4.05,45,MEDIUM,False
EVT-0008873,False,5.51,43,MEDIUM,False
EVT-0008874,False,6.54,30,MEDIUM,True
EVT-0008875,False,4.56,27,LOW,False
EVT-0008876,False,3.71,33,MEDIUM,False
EVT-0008877,False,3.22,50,HIGH,False
EVT-0008878,False,4.13,44,MEDIUM,False
EVT-0008879,False,6.51,40,MEDIUM,False
EVT-0008880,False,3.28,30,MEDIUM,False
EVT-0008881,False,5.06,39,MEDIUM,False
EVT-0008882,False,6.34,46,MEDIUM,False
EVT-0008883,True,9.82,61,HIGH,True
EVT-0008884,False,6.6,42,MEDIUM,False
EVT-0008885,True,6.3,51,HIGH,False
EVT-0008886,False,3.94,26,LOW,False
EVT-0008887,False,4.44,44,MEDIUM,False
EVT-0008888,False,4.57,29,LOW,False
EVT-0008889,True,7.07,50,HIGH,False
EVT-0008890,True,11.41,77,CRITICAL,True
EVT-0008891,False,8.07,64,HIGH,True
EVT-0008892,False,4.52,30,MEDIUM,False
EVT-0008893,True,3.11,67,HIGH,True
EVT-0008894,True,7.16,44,MEDIUM,False
EVT-0008895,False,2.52,42,MEDIUM,False
EVT-0008896,True,4.92,63,HIGH,True
EVT-0008897,True,0.93,29,LOW,False
EVT-0008898,False,4.74,32,MEDIUM,False
EVT-0008899,False,5.54,21,LOW,False
EVT-0008900,False,5.68,32,MEDIUM,False
EVT-0008901,False,4.36,55,HIGH,False
EVT-0008902,True,5.51,66,HIGH,True
EVT-0008903,False,5.64,51,HIGH,False
EVT-0008904,True,4.13,51,HIGH,False
EVT-0008905,False,6.03,53,HIGH,False
EVT-0008906,True,7.13,40,MEDIUM,True
EVT-0008907,False,6.23,55,HIGH,True
EVT-0008908,False,5.79,38,MEDIUM,False
EVT-0008909,False,3.38,32,MEDIUM,False
EVT-0008910,True,6.58,51,HIGH,False
EVT-0008911,False,3.62,40,MEDIUM,False
EVT-0008912,True,4.61,28,LOW,False
EVT-0008913,False,9.57,59,HIGH,True
EVT-0008914,False,5.18,52,HIGH,True
EVT-0008915,True,5.93,47,MEDIUM,True
EVT-0008916,True,2.6,64,HIGH,False
EVT-0008917,True,7.16,66,HIGH,True
EVT-0008918,False,4.41,37,MEDIUM,False
EVT-0008919,False,3.01,53,HIGH,True
EVT-0008920,False,4.12,48,MEDIUM,True
EVT-0008921,False,9.25,43,MEDIUM,False
EVT-0008922,False,3.91,42,MEDIUM,False
EVT-0008923,False,3.87,28,LOW,False
EVT-0008924,True,3.03,32,MEDIUM,False
EVT-0008925,False,9.26,75,CRITICAL,True
EVT-0008926,False,6.19,30,MEDIUM,False
EVT-0008927,False,3.95,36,MEDIUM,False
EVT-0008928,False,4.54,36,MEDIUM,False
EVT-0008929,False,4.75,35,MEDIUM,False
EVT-0008930,False,5.26,34,MEDIUM,False
EVT-0008931,False,6.11,54,HIGH,True
EVT-0008932,False,5.89,49,MEDIUM,False
EVT-0008933,False,4.02,37,MEDIUM,False
EVT-0008934,False,6.26,55,HIGH,True
EVT-0008935,False,6.34,60,HIGH,True
EVT-0008936,True,8.96,76,CRITICAL,True
EVT-0008937,True,7.26,47,MEDIUM,False
EVT-0008938,False,3.53,30,MEDIUM,False
EVT-0008939,True,3.51,68,HIGH,True
EVT-0008940,True,2.58,56,HIGH,True
EVT-0008941,True,4.6,73,CRITICAL,True
EVT-0008942,True,9.34,63,HIGH,True
EVT-0008943,True,7.99,55,HIGH,True
EVT-0008944,False,7.44,52,HIGH,True
EVT-0008945,True,4.09,70,HIGH,True
EVT-0008946,False,5.54,19,LOW,False
EVT-0008947,False,2.12,39,MEDIUM,False
EVT-0008948,True,6.49,60,HIGH,False
EVT-0008949,False,2.97,42,MEDIUM,False
EVT-0008950,True,6.19,63,HIGH,True
EVT-0008951,True,7.78,65,HIGH,True
EVT-0008952,False,2.28,45,MEDIUM,True
EVT-0008953,False,4.96,30,MEDIUM,False
EVT-0008954,False,4.26,23,LOW,False
EVT-0008955,False,9.34,61,HIGH,True
EVT-0008956,False,7.24,37,MEDIUM,False
EVT-0008957,False,5.32,34,MEDIUM,False
EVT-0008958,False,5.97,23,LOW,False
EVT-0008959,False,4.38,44,MEDIUM,False
EVT-0008960,False,4.62,30,MEDIUM,False
EVT-0008961,False,6.64,34,MEDIUM,False
EVT-0008962,False,5.8,31,MEDIUM,False
EVT-0008963,False,4.08,30,MEDIUM,False
EVT-0008964,False,7.9,57,HIGH,True
EVT-0008965,False,5.24,33,MEDIUM,False
EVT-0008966,True,8.01,75,CRITICAL,True
EVT-0008967,False,4.2,48,MEDIUM,True
EVT-0008968,True,8.22,76,CRITICAL,True
EVT-0008969,True,5.59,41,MEDIUM,False
EVT-0008970,False,4.06,33,MEDIUM,False
EVT-0008971,False,8.31,48,MEDIUM,False
EVT-0008972,True,5.64,59,HIGH,True
EVT-0008973,False,6.58,43,MEDIUM,False
EVT-0008974,False,6.97,52,HIGH,False
EVT-0008975,True,2.29,57,HIGH,True
EVT-0008976,False,4.45,46,MEDIUM,False
EVT-0008977,True,4.92,60,HIGH,False
EVT-0008978,False,2.41,47,MEDIUM,False
EVT-0008979,False,4.74,65,HIGH,True
EVT-0008980,True,5.29,55,HIGH,False
EVT-0008981,False,5.62,24,LOW,False
EVT-0008982,False,4.55,25,LOW,False
EVT-0008983,True,6.04,46,MEDIUM,False
EVT-0008984,False,4.57,27,LOW,False
EVT-0008985,False,5.25,33,MEDIUM,False
EVT-0008986,True,5.1,35,MEDIUM,False
EVT-0008987,False,5.58,62,HIGH,True
EVT-0008988,False,6.46,56,HIGH,True
EVT-0008989,True,6.66,45,MEDIUM,False
EVT-0008990,True,5.57,55,HIGH,False
EVT-0008991,False,3.92,41,MEDIUM,True
EVT-0008992,False,6.22,67,HIGH,True
EVT-0008993,True,4.6,42,MEDIUM,True
EVT-0008994,True,7.5,59,HIGH,True
EVT-0008995,False,5.05,41,MEDIUM,False
EVT-0008996,False,6.26,59,HIGH,True
EVT-0008997,True,4.25,32,MEDIUM,False
EVT-0008998,False,6.9,60,HIGH,False
EVT-0008999,False,4.81,45,MEDIUM,False
EVT-0009000,False,3.88,26,LOW,False
EVT-0009001,True,4.87,37,MEDIUM,False
EVT-0009002,True,9.52,54,HIGH,True
EVT-0009003,False,4.51,22,LOW,False
EVT-0009004,False,6.67,58,HIGH,True
EVT-0009005,False,5.8,34,MEDIUM,False
EVT-0009006,False,8.92,49,MEDIUM,False
EVT-0009007,False,4.95,27,LOW,False
EVT-0009008,False,4.73,40,MEDIUM,False
EVT-0009009,True,5.51,70,HIGH,True
EVT-0009010,False,3.02,30,MEDIUM,False
EVT-0009011,False,6.03,53,HIGH,False
EVT-0009012,True,7.94,74,CRITICAL,True
EVT-0009013,False,4.53,30,MEDIUM,False
EVT-0009014,False,4.64,43,MEDIUM,True
EVT-0009015,False,9.79,50,HIGH,False
EVT-0009016,True,4.11,46,MEDIUM,True
EVT-0009017,False,4.32,42,MEDIUM,False
EVT-0009018,False,4.84,54,HIGH,False
EVT-0009019,True,5.87,43,MEDIUM,False
EVT-0009020,False,6.34,17,LOW,False
EVT-0009021,True,8.96,48,MEDIUM,False
EVT-0009022,True,4.02,36,MEDIUM,False
EVT-0009023,False,4.57,49,MEDIUM,False
EVT-0009024,False,3.78,50,HIGH,False
EVT-0009025,False,4.85,42,MEDIUM,False
EVT-0009026,False,5.66,32,MEDIUM,False
EVT-0009027,False,7.13,37,MEDIUM,False
EVT-0009028,False,8.24,50,HIGH,True
EVT-0009029,True,7.56,62,HIGH,True
EVT-0009030,False,8.45,49,MEDIUM,False
EVT-0009031,True,6.22,63,HIGH,True
EVT-0009032,False,4.68,79,CRITICAL,True
EVT-0009033,True,7.91,47,MEDIUM,True
EVT-0009034,False,5.49,34,MEDIUM,False
EVT-0009035,False,3.38,44,MEDIUM,False
EVT-0009036,True,9.76,51,HIGH,True
EVT-0009037,False,3.56,64,HIGH,False
EVT-0009038,False,6.01,47,MEDIUM,False
EVT-0009039,False,3.86,39,MEDIUM,False
EVT-0009040,True,7.37,61,HIGH,True
EVT-0009041,True,4.16,51,HIGH,False
EVT-0009042,True,4.02,76,CRITICAL,True
EVT-0009043,True,5.61,66,HIGH,True
EVT-0009044,False,4.68,34,MEDIUM,False
EVT-0009045,False,6.18,44,MEDIUM,True
EVT-0009046,False,5.4,31,MEDIUM,False
EVT-0009047,False,3.92,44,MEDIUM,False
EVT-0009048,True,4.66,52,HIGH,False
EVT-0009049,False,3.03,30,MEDIUM,False
EVT-0009050,False,3.7,18,LOW,False
EVT-0009051,True,6.48,62,HIGH,True
EVT-0009052,False,3.2,52,HIGH,False
EVT-0009053,False,3.88,26,LOW,False
EVT-0009054,True,7.76,45,MEDIUM,True
EVT-0009055,False,4.41,33,MEDIUM,False
EVT-0009056,False,3.47,23,LOW,False
EVT-0009057,False,6.83,48,MEDIUM,False
EVT-0009058,False,4.78,31,MEDIUM,False
EVT-0009059,False,4.03,18,LOW,False
EVT-0009060,False,3.93,26,LOW,False
EVT-0009061,False,3.91,32,MEDIUM,False
EVT-0009062,True,6.31,41,MEDIUM,True
EVT-0009063,False,6.93,38,MEDIUM,False
EVT-0009064,False,3.98,27,LOW,False
EVT-0009065,False,5.59,55,HIGH,True
EVT-0009066,False,5.48,46,MEDIUM,True
EVT-0009067,False,5.46,40,MEDIUM,False
EVT-0009068,True,5.04,59,HIGH,True
EVT-0009069,False,6.0,35,MEDIUM,True
EVT-0009070,True,6.7,70,HIGH,True
EVT-0009071,False,4.07,36,MEDIUM,True
EVT-0009072,True,4.94,49,MEDIUM,True
EVT-0009073,True,5.11,63,HIGH,False
EVT-0009074,False,4.32,20,LOW,False
EVT-0009075,False,5.05,29,LOW,False
EVT-0009076,False,3.78,51,HIGH,False
EVT-0009077,False,5.22,41,MEDIUM,False
EVT-0009078,False,7.97,43,MEDIUM,False
EVT-0009079,False,7.79,47,MEDIUM,False
EVT-0009080,False,4.7,59,HIGH,True
EVT-0009081,True,4.51,58,HIGH,False
EVT-0009082,False,7.89,56,HIGH,False
EVT-0009083,False,1.49,30,MEDIUM,False
EVT-0009084,False,4.48,29,LOW,False
EVT-0009085,True,6.66,61,HIGH,True
EVT-0009086,True,3.81,36,MEDIUM,False
EVT-0009087,False,4.54,15,LOW,False
EVT-0009088,True,5.59,45,MEDIUM,True
EVT-0009089,False,8.11,49,MEDIUM,True
EVT-0009090,False,3.69,49,MEDIUM,False
EVT-0009091,False,5.87,32,MEDIUM,False
EVT-0009092,False,4.88,41,MEDIUM,False
EVT-0009093,False,4.69,49,MEDIUM,False
EVT-0009094,True,6.19,61,HIGH,True
EVT-0009095,False,3.34,36,MEDIUM,False
